Tanggal,Forecast
2024-07-01,4.583495425679756
2024-07-02,4.531874607320409
2024-07-03,4.531644237621381
2024-07-04,4.571982512846776
2024-07-05,4.585942474777116
2024-07-08,4.587993390572506
2024-07-09,4.544128385920331
2024-07-10,4.53599066827529
2024-07-11,4.543932964149981
2024-07-12,4.528532926865127
2024-07-15,4.478396806172024
2024-07-16,4.420380682014144
2024-07-17,4.429177529779742
2024-07-18,4.500211881707369
2024-07-19,4.500576149123719
2024-07-22,4.495036873678306
2024-07-23,4.46102989880047
2024-07-24,4.519717119976023
2024-07-25,4.478425250227115
2024-07-26,4.575019619198418
2024-07-29,4.583907741918771
2024-07-30,4.537636136078966
2024-07-31,4.672620701968303
2024-08-01,4.680928395081891
2024-08-02,4.693444274419561
2024-08-05,4.564879226255185
2024-08-06,4.5566005281860535
2024-08-07,4.57816191737493
2024-08-08,4.695211588736289
2024-08-09,4.754821791910888
2024-08-12,4.745845448843817
2024-08-13,4.754599978641904
2024-08-14,4.890325728056819
2024-08-15,4.880339643714994
2024-08-16,4.970351839166458
2024-08-19,5.0181755802263535
2024-08-20,5.111981234198943
2024-08-21,5.144784251755191
2024-08-22,5.019186409868046
2024-08-23,5.161131725162417
2024-08-26,5.18573396033157
2024-08-27,5.113935334291914
2024-08-28,5.046174569518239
2024-08-29,5.038730931864852
2024-08-30,5.070857184471086
2024-09-02,5.1943426653586116
2024-09-03,5.168483484535273
2024-09-04,5.0731788554706165
2024-09-05,5.095833495849149
2024-09-06,5.116888556614922
2024-09-09,5.05711152275109
2024-09-10,5.03353830630716
2024-09-11,5.027468130370069
2024-09-12,5.082138387943016
2024-09-13,5.067740583039295
2024-09-17,5.058522640635091
2024-09-18,5.220373903320048
2024-09-19,5.2271432812213705
2024-09-20,5.216047318799793
2024-09-23,5.25316869838502
2024-09-24,5.256569143373909
2024-09-25,5.182966902299631
2024-09-26,5.212303530137166
2024-09-27,5.1103182517062695
2024-09-30,5.033656645532238
2024-10-01,5.129846391925592
2024-10-02,5.06999740085811
2024-10-03,5.181899876670857
2024-10-04,5.134807545312064
2024-10-07,5.1115346990097095
2024-10-08,5.179295758009542
2024-10-09,5.1175751711066395
2024-10-10,5.092768370826663
2024-10-11,5.103036658679732
2024-10-14,4.954301333830931
2024-10-15,4.9367206528375105
2024-10-16,4.9199168419031825
2024-10-17,4.956617926120296
2024-10-18,4.937378797091395
2024-10-21,5.037753046984579
2024-10-22,5.213555228102534
2024-10-23,5.22644967131062
2024-10-24,5.22362527368144
2024-10-25,5.218398990350207
2024-10-28,5.1610831257262895
2024-10-29,5.161848243501341
2024-10-30,5.1157194827200865
2024-10-31,5.144278109735097
2024-11-01,5.114028229926339
2024-11-04,5.0389922770154225
2024-11-05,5.156437287297098
2024-11-06,5.0938160631650335
2024-11-07,5.047546736358085
2024-11-08,5.00904216043321
2024-11-11,4.909638411612908
2024-11-12,4.971719100216038
2024-11-13,5.00240145938273
2024-11-14,4.969121461215723
2024-11-15,4.96497886784148
2024-11-18,4.952929415834201
2024-11-19,4.952010282801775
2024-11-20,5.009668514217344
2024-11-21,4.940481176395499
2024-11-22,4.934630158326274
2024-11-25,5.1265660049969695
2024-11-26,5.1748899418452545
2024-11-27,5.180859906566224
2024-11-28,5.06442592417702
2024-11-29,4.998015525005583
2024-12-02,5.107769672975755
2024-12-03,5.19532124555233
2024-12-04,5.1670096092549755
2024-12-05,5.118406099589847
2024-12-06,5.187600311226557
2024-12-09,5.19728188493057
2024-12-10,5.24663635816642
2024-12-11,5.157570019389011
2024-12-12,5.121162517628098
2024-12-13,5.091987345815777
2024-12-16,5.048777739278543
2024-12-18,5.031940309108895
2024-12-19,4.890710804234026
2024-12-20,4.884668983710419
2024-12-23,4.935630558679908
2024-12-24,4.945319213976526
2024-12-27,4.941539500208954
2024-12-30,4.918813462766275
2024-12-31,4.9629063001844775
2025-01-02,4.958633310034978
2025-01-03,4.931754326801478
2025-01-06,4.920583914164773
2025-01-07,4.8704989103223335
2025-01-08,4.941583082961497
2025-01-09,4.9146385460151665
2025-01-10,4.786537554478302
2025-01-13,4.831402254552666
2025-01-14,4.908658623888975
2025-01-15,4.937084601659423
2025-01-16,4.9495640027875645
2025-01-17,4.946649245338805
2025-01-20,4.95889131454115
2025-01-21,4.950783220571152
2025-01-22,4.946597767003497
2025-01-23,4.936713537957187
2025-01-24,4.82485241693796
2025-01-30,4.8505706819001935
